CFK_comp_sales_temp_property_adj_lTempPropGridID,comp_sales_temp_property_adj,lTempPropGridID,comp_sales_temp_property_grids,lTempPropGridID
CFK_comparable_grid_exclude_entity_lEntityID,comparable_grid_exclude_entity,lEntityID,entity,entity_id
CFK_comparable_grid_exclude_improv_detail_class_szClass,comparable_grid_exclude_improv_detail_class,szClass,imprv_det_class,imprv_det_class_cd
CFK_comparable_grid_exclude_tax_district_tax_district_id,comparable_grid_exclude_tax_district,tax_district_id,tax_district,tax_district_id
CFK_comparable_grid_field_format_lFieldID,comparable_grid_field_format,lFieldID,comp_sales_display_grid_fields,lFieldID
CFK_comparable_grid_include_improv_type_szImprovType,comparable_grid_include_improv_type,szImprovType,imprv_type,imprv_type_cd
CFK_comparable_grid_live_data_lTempPropGridID,comparable_grid_live_data,lTempPropGridID,comp_sales_temp_property_grids,lTempPropGridID
CFK_comparable_grid_prop_year_comptype_lPropGridID,comparable_grid_prop_year_comptype,lPropGridID,comp_sales_property_grids,lPropGridID
CFK_comparable_grid_static_data_lPropGridID,comparable_grid_static_data,lPropGridID,comp_sales_property_grids,lPropGridID
CFK_comparable_grid_subject_lPropGridID,comparable_grid_subject,lPropGridID,comp_sales_property_grids,lPropGridID
CFK_comparable_grid_temp_subject_lTempPropGridID,comparable_grid_temp_subject,lTempPropGridID,comp_sales_temp_property_grids,lTempPropGridID
CFK_condo_attribute_code_characteristic_cd,condo_attribute_code,characteristic_cd,condo_characteristic_code,characteristic_cd
CFK_condominium_abs_subdv_cd_abs_subdv_yr,condominium,abs_subdv_cd,abs_subdv,abs_subdv_cd
CFK_condominium_abs_subdv_cd_abs_subdv_yr,condominium,abs_subdv_yr,abs_subdv,abs_subdv_yr
CFK_condominium_hood_cd_abs_subdv_yr,condominium,abs_subdv_yr,neighborhood,hood_yr
CFK_condominium_condo_group_num,condominium,condo_group_num,condo_group_number,condo_group_cd
CFK_condominium_maint_level_cd,condominium,maint_level_cd,condo_maintenance,maintenance_cd
CFK_condominium_plot_plan_cd,condominium,plot_plan_cd,condo_plot_code,plot_cd
CFK_condominium_style_cd,condominium,style_cd,condo_style_code,style_cd
CFK_condominium_quality_cd,condominium,quality_cd,condo_quality_code,quality_cd
CFK_condominium_material_cd,condominium,material_cd,condo_material_code,material_cd
CFK_condominium_stories,condominium,stories,condo_stories_code,stories_cd
CFK_condominium_hood_cd_abs_subdv_yr,condominium,hood_cd,neighborhood,hood_cd
CFK_condominium_amenity_abs_subdv_cd_abs_subdv_yr,condominium_amenity,abs_subdv_cd,condominium,abs_subdv_cd
CFK_condominium_amenity_abs_subdv_cd_abs_subdv_yr,condominium_amenity,abs_subdv_yr,condominium,abs_subdv_yr
CFK_condominium_amenity_characteristic_cd,condominium_amenity,characteristic_cd,condo_characteristic_code,characteristic_cd
CFK_condominium_amenity_value_cd,condominium_amenity,characteristic_cd,condo_attribute_code,characteristic_cd
CFK_condominium_amenity_value_cd,condominium_amenity,value_cd,condo_attribute_code,attribute_cd
CFK_curr_use_rollback_config_fee_type_cd,curr_use_rollback_config,fee_type_cd,fee_type,fee_type_cd
CFK_curr_use_sub_code_curr_use_cd,curr_use_sub_code,curr_use_cd,ag_use,ag_use_cd
FK__current_u__run_i__15EC5164,current_use_property,run_id,current_use_property_run,run_id
CFK_current_use_property_current_use_property_run,current_use_property,run_id,current_use_property_run,run_id
FK__current_u__run_i__18C8BE0F,current_use_property_exception,run_id,current_use_property_run,run_id
CFK_current_use_property_exception_current_use_property_run,current_use_property_exception,run_id,current_use_property_run,run_id
FK__current_u__pacs___130FE4B9,current_use_property_run,pacs_user_id,pacs_user,pacs_user_id
CFK_daily_batch_batch_user_id,daily_batch,batch_user_id,pacs_user,pacs_user_id
CFK_daily_batch_prop_assoc_batch_id,daily_batch_prop_assoc,batch_id,daily_batch,batch_id
CFK_daily_batch_prop_assoc_prop_id,daily_batch_prop_assoc,prop_id,property,prop_id
CFK_deed_import_detail_batch_id,deed_import_detail,batch_id,deed_import_batch,batch_id
FK1_deferral_id,deferral_images,deferral_id,deferral,deferral_id
FK_deferral_selected_statements_deferral_id,deferral_selected_statements,deferral_id,deferral,deferral_id
CFK_depreciation_pp_type,depreciation,pp_type_cd,pp_type,pp_type_cd
CFK_destroyed_property_prop_val_yr_sup_num_prop_id,destroyed_property,prop_val_yr,property_val,prop_val_yr
CFK_destroyed_property_prop_val_yr_sup_num_prop_id,destroyed_property,sup_num,property_val,sup_num
CFK_destroyed_property_prop_val_yr_sup_num_prop_id,destroyed_property,prop_id,property_val,prop_id
CFK_disbursement_detail_disbursement_id,disbursement_detail,disbursement_id,disbursement,disbursement_id
CFK_district_contact_district_contact_id,district_contact,district_contact_id,account,acct_id
FK_dor_depreciation_imported_schedule_run_id,dor_depreciation_imported_schedule,run_id,dor_depreciation_import_run,run_id
FK_dor_depreciation_imported_schedule_dor_schedule_code,dor_depreciation_imported_schedule,dor_schedule_code,dor_depreciation_schedule,code
FK_dor_depreciation_imported_schedule_data_dor_schedule_code,dor_depreciation_imported_schedule_data,dor_schedule_code,dor_depreciation_schedule,code
CFK_dor_report_sale_prop_assoc_dataset_id_chg_of_owner_id,dor_report_sale_prop_assoc,dataset_id,dor_report_sale,dataset_id
CFK_dor_report_sale_prop_assoc_dataset_id_chg_of_owner_id,dor_report_sale_prop_assoc,chg_of_owner_id,dor_report_sale,chg_of_owner_id
CFK_entity_entity_id,entity,entity_id,account,acct_id
CFK_entity_entity_type_cd,entity,entity_type_cd,entity_type,entity_type_cd
CFK_entity_attorney_entity_id,entity_attorney,entity_id,entity,entity_id
CFK_entity_attorney_entity_attorney_id,entity_attorney,entity_attorney_id,account,acct_id
CFK_entity_exmpt_entity_id,entity_exmpt,entity_id,entity,entity_id
CFK_entity_exmpt_exmpt_type_cd,entity_exmpt,exmpt_type_cd,exmpt_type,exmpt_type_cd
CFK_entity_prop_assoc_entity_id,entity_prop_assoc,entity_id,entity,entity_id
CFK_escrow_escrow_id,escrow,escrow_id,trans_group,trans_group_id
CFK_escrow_year_escrow_type_cd,escrow,escrow_type_cd,escrow_type,escrow_type_cd
CFK_escrow_prop_id,escrow,prop_id,property,prop_id
CFK_escrow_year_escrow_type_cd,escrow,year,escrow_type,year
FK_escrow_escrow_id3,escrow_amounts_due,escrow_id,escrow,escrow_id
FK_escrow_escrow_id1,escrow_calculation,escrow_id,escrow,escrow_id
FK_escrow_items_due_escrow_id,escrow_items_due,escrow_id,escrow,escrow_id
FK_escrow_escrow_id2,escrow_lock_improvements,escrow_id,escrow,escrow_id
CFK_escrow_payments_due_escrow,escrow_payments_due,escrow_id,escrow,escrow_id
CFK_escrow_trans_prop_id,escrow_trans,prop_id,property,prop_id
CFK_event_event_type,event,event_type,event_type,event_type_cd
CFK_event_object_event_id,event_object,event_id,event,event_id
FK_event_source_cd,event_type,event_source_cd,event_source_type,event_source_cd
CFK_exemption_review_run_exemption_renewal_status,exemption_review_run,review_status_cd,exemption_renewal_status,code
CFK_exemption_review_run_prop_assoc_exemption_review_run,exemption_review_run_prop_assoc,run_id,exemption_review_run,run_id
CFK_exmpt_sub_type_exmpt_type_cd,exmpt_sub_type,exmpt_type_cd,exmpt_type,exmpt_type_cd
CFK_expression_fragment_expression_id,expression_fragment,expression_id,expression,expression_id
CFK_fee_fee_id,fee,fee_id,trans_group,trans_group_id
CFK_fee_fee_type_cd,fee,fee_type_cd,fee_type,fee_type_cd
CFK_fee_code,fee,code,bill_fee_code,bill_fee_cd
CFK_fee_payment_status_type_cd,fee,payment_status_type_cd,payment_status_type,payment_status_type_cd
CFK_fee_payout_agreement_id,fee,payout_agreement_id,payout_agreement,payout_agreement_id
CFK_fee_adjustment_fee_id,fee_adjustment,fee_id,fee,fee_id
CFK_fee_adjustment_previous_bill_fee_cd,fee_adjustment,previous_bill_fee_cd,bill_fee_code,bill_fee_cd
CFK_fee_adjustment_bill_fee_cd,fee_adjustment,bill_fee_cd,bill_fee_code,bill_fee_cd
CFK_fee_adjustment_batch_id,fee_adjustment,batch_id,batch,batch_id
CFK_fee_misc_rcpt_detail_fee,fee_misc_rcpt_detail,fee_id,fee,fee_id
CFK_fee_misc_rcpt_detail_fin_account,fee_misc_rcpt_detail,fin_account_id,fin_account,fin_account_id
CFK_fee_payments_due_fee_id,fee_payments_due,fee_id,fee,fee_id
CFK_fee_prop_entity_assoc_fee_id_prop_id,fee_prop_entity_assoc,fee_id,fee_tax_cert_assoc,fee_id
CFK_fee_prop_entity_assoc_fee_id_prop_id,fee_prop_entity_assoc,prop_id,fee_tax_cert_assoc,prop_id
CFK_fee_tax_cert_assoc_prop_id,fee_tax_cert_assoc,prop_id,property,prop_id
CFK_fin_account_account_type_cd,fin_account,account_type_cd,fin_account_type,account_type_cd
CFK_fin_account_type_core_account_type_id,fin_account_type,core_account_type_id,fin_core_account_type,core_account_type_id
CFK_fin_ap_import_detail_fin_import_id,fin_ap_import_detail,fin_import_id,fin_ap_import,fin_import_id
CFK_fin_ap_import_status_disbursement_status_cd,fin_ap_import_status,disbursement_status_cd,disbursement_status,status_cd
CFK_fin_coll_transaction_assoc_fin_transaction_id,fin_coll_transaction_assoc,fin_transaction_id,fin_transaction,fin_transaction_id
CFK_fin_coll_transaction_assoc_posted_transaction_id,fin_coll_transaction_assoc,posted_transaction_id,posted_coll_transaction,posted_transaction_id
CFK_fin_event_assessment_assoc_fin_account_id,fin_event_assessment_assoc,fin_account_id,fin_account,fin_account_id
CFK_fin_event_assessment_assoc_event_cd,fin_event_assessment_assoc,event_cd,fin_event_code,event_cd
CFK_fin_event_cc_fee_assoc_fin_account_id,fin_event_cc_fee_assoc,fin_account_id,fin_account,fin_account_id
CFK_fin_event_cc_fee_assoc_event_cd,fin_event_cc_fee_assoc,event_cd,fin_event_code,event_cd
CFK_fin_event_cc_fee_assoc_cc_type,fin_event_cc_fee_assoc,cc_type,cc_type,cc_type
CFK_fin_event_code_event_panel_cd,fin_event_code,event_panel_cd,fin_event_panel,event_panel_cd
CFK_fin_event_escrow_assoc_fin_account_id,fin_event_escrow_assoc,fin_account_id,fin_account,fin_account_id
CFK_fin_event_escrow_assoc_event_cd,fin_event_escrow_assoc,event_cd,fin_event_code,event_cd
CFK_fin_event_escrow_assoc_year_escrow_type_cd,fin_event_escrow_assoc,escrow_type_cd,escrow_type,escrow_type_cd
CFK_fin_event_escrow_assoc_year_escrow_type_cd,fin_event_escrow_assoc,year,escrow_type,year
CFK_fin_event_fee_type_assoc_fin_account_id,fin_event_fee_type_assoc,fin_account_id,fin_account,fin_account_id
CFK_fin_event_fee_type_assoc_event_cd,fin_event_fee_type_assoc,event_cd,fin_event_code,event_cd
CFK_fin_event_fee_type_assoc_fee_type_cd,fin_event_fee_type_assoc,fee_type_cd,fee_type,fee_type_cd
CFK_fin_event_fund_assoc_fin_account_id,fin_event_fund_assoc,fin_account_id,fin_account,fin_account_id
CFK_fin_event_fund_assoc_event_cd,fin_event_fund_assoc,event_cd,fin_event_code,event_cd
CFK_fin_event_overpmt_credit_assoc_fin_account_id,fin_event_overpmt_credit_assoc,fin_account_id,fin_account,fin_account_id
CFK_fin_event_overpmt_credit_assoc_event_cd,fin_event_overpmt_credit_assoc,event_cd,fin_event_code,event_cd
CFK_fin_event_panel_core_object_type_cd,fin_event_panel,core_object_type_cd,core_object_type,core_object_type_cd
CFK_fin_event_reet_global_assoc_fin_account_id,fin_event_reet_global_assoc,fin_account_id,fin_account,fin_account_id
